SIGNAL,LAT,LNG,TIME1,PED,county,High Temp,Low Temp,Precipitation,"Daily Case Rate / 100,000",AQI,Category
5323,41.77771152,-111.8339579,2018-03-04,6.07500876126881,Cache,34.321999999999974,25.05200000000001,0.0562992125984252,,48,Good
5323,41.77771152,-111.8339579,2018-03-05,29.1791825806091,Cache,34.42999999999998,18.69799999999996,0.0,,43,Good
5323,41.77771152,-111.8339579,2018-03-06,27.9641808283553,Cache,38.19200000000004,14.018000000000022,0.0,,46,Good
5323,41.77771152,-111.8339579,2018-03-07,39.7703100737081,Cache,45.64400000000001,19.03999999999996,0.0,,58,Moderate
5323,41.77771152,-111.8339579,2018-03-08,14.7580718273627,Cache,48.902000000000015,21.84799999999996,0.0,,96,Moderate
5323,41.77771152,-111.8339579,2018-03-09,48.4358736959699,Cache,52.98799999999998,32.089999999999954,0.0,,103,Unhealthy for Sensitive Groups
5323,41.77771152,-111.8339579,2018-03-10,3.82305605707884,Cache,52.55599999999996,33.58400000000003,0.0,,45,Good
5323,41.77771152,-111.8339579,2018-03-11,7.29001051352258,Cache,55.02199999999997,30.02,0.0,,46,Good
5323,41.77771152,-111.8339579,2018-03-12,33.6953013124393,Cache,57.63199999999995,33.386,0.0,,54,Moderate
5323,41.77771152,-111.8339579,2018-03-13,27.6080792277202,Cache,61.195999999999984,32.79200000000004,0.0,,46,Good
5323,41.77771152,-111.8339579,2018-03-14,13.7211208754265,Cache,59.342000000000034,33.04400000000001,0.4602362204724409,,39,Good
5323,41.77771152,-111.8339579,2018-03-15,23.7919503737099,Cache,41.32399999999995,32.14400000000001,0.252755905511811,,42,Good
5323,41.77771152,-111.8339579,2018-03-16,31.7628102385336,Cache,48.68600000000001,27.931999999999952,0.0137795275590551,,48,Good
5323,41.77771152,-111.8339579,2018-03-17,17.3661261321878,Cache,46.34599999999998,29.53400000000003,0.0700787401574803,,48,Good
5323,41.77771152,-111.8339579,2018-03-18,8.50501226577634,Cache,39.48799999999998,26.995999999999984,0.0,,42,Good
5323,41.77771152,-111.8339579,2018-03-19,23.7972364940917,Cache,42.92600000000002,24.94400000000001,0.0,,41,Good
5323,41.77771152,-111.8339579,2018-03-20,15.9677874592347,Cache,50.93600000000001,29.12,0.0,,44,Good
5323,41.77771152,-111.8339579,2018-03-21,26.9272298764191,Cache,56.96599999999994,37.12999999999997,0.0208661417322834,,37,Good
5323,41.77771152,-111.8339579,2018-03-22,16.151124379934,Cache,59.86399999999997,42.22399999999995,0.3771653543307087,,37,Good
5323,41.77771152,-111.8339579,2018-03-23,18.403077084124,Cache,51.88999999999996,37.03999999999996,0.5173228346456693,,44,Good
5323,41.77771152,-111.8339579,2018-03-24,12.6841699234903,Cache,52.95200000000001,35.689999999999955,0.0307086614173228,,43,Good
5323,41.77771152,-111.8339579,2018-03-25,15.9730735796165,Cache,41.14400000000001,29.85799999999994,0.174015748031496,,46,Good
5323,41.77771152,-111.8339579,2018-03-26,21.0111313889491,Cache,42.58400000000003,24.85399999999999,0.0834645669291338,,42,Good
5323,41.77771152,-111.8339579,2018-03-27,42.8811629295168,Cache,48.72199999999997,25.35799999999994,0.0,,43,Good
5323,41.77771152,-111.8339579,2018-03-28,18.5811278844415,Cache,53.16800000000002,36.913999999999966,0.0,,44,Good
5323,41.77771152,-111.8339579,2018-03-29,26.2272399985992,Cache,53.42,33.45799999999994,0.0,,44,Good
5323,41.77771152,-111.8339579,2018-03-30,31.4311352847991,Cache,60.565999999999946,34.14200000000003,0.0,,41,Good
5323,41.77771152,-111.8339579,2018-03-31,27.2641909505354,Cache,64.00399999999999,41.16199999999999,0.0,,42,Good
5323,41.77771152,-111.8339579,2018-04-01,22.2261331412028,Cache,62.815999999999946,36.589999999999954,0.0,,41,Good
5323,41.77771152,-111.8339579,2018-04-02,19.4400280360602,Cache,57.48799999999998,26.995999999999984,0.0192913385826771,,42,Good
5323,41.77771152,-111.8339579,2018-04-03,18.403077084124,Cache,45.66199999999999,21.110000000000017,0.0,,45,Good
5323,41.77771152,-111.8339579,2018-04-04,23.6191856937741,Cache,56.065999999999946,37.36399999999997,0.0,,42,Good
5323,41.77771152,-111.8339579,2018-04-05,22.7602855421555,Cache,60.33199999999995,37.36399999999997,0.0,,43,Good
5323,41.77771152,-111.8339579,2018-04-06,20.8330805886315,Cache,55.92199999999997,45.51800000000002,0.4279527559055118,,37,Good
5323,41.77771152,-111.8339579,2018-04-07,16.151124379934,Cache,58.136,45.39200000000003,0.3031496062992126,,43,Good
5323,41.77771152,-111.8339579,2018-04-08,5.0380578093326,Cache,51.54799999999996,38.91199999999999,0.0724409448818897,,41,Good
5323,41.77771152,-111.8339579,2018-04-09,27.442241750853,Cache,55.83199999999995,34.23199999999995,0.0,,43,Good
5323,41.77771152,-111.8339579,2018-04-10,36.4500525676129,Cache,63.860000000000014,36.10399999999999,0.0,,40,Good
5323,41.77771152,-111.8339579,2018-04-11,24.3000350450753,Cache,65.31800000000003,47.76800000000002,0.0,,43,Good
5323,41.77771152,-111.8339579,2018-04-12,16.151124379934,Cache,55.63400000000003,30.99200000000004,0.4720472440944882,,44,Good
5323,41.77771152,-111.8339579,2018-04-13,35.5911524159942,Cache,45.75200000000002,28.92199999999997,0.0,,42,Good
5323,41.77771152,-111.8339579,2018-04-14,29.6819811315927,Cache,54.589999999999954,32.486000000000004,0.0,,42,Good
5323,41.77771152,-111.8339579,2018-04-15,28.1230911021541,Cache,66.02,39.30799999999994,0.0,,46,Good
5323,41.77771152,-111.8339579,2018-04-16,15.7950227792989,Cache,70.178,33.60200000000001,0.005511811023622,,48,Good
5323,41.77771152,-111.8339579,2018-04-17,24.6561366457104,Cache,45.12199999999997,30.02,0.0220472440944881,,44,Good
5323,41.77771152,-111.8339579,2018-04-18,58.3392246346994,Cache,54.75200000000001,26.87,0.0,,44,Good
5323,41.77771152,-111.8339579,2018-04-19,33.5172505121218,Cache,64.27399999999994,39.218000000000025,0.0,,45,Good
5323,41.77771152,-111.8339579,2018-04-20,25.8711383979641,Cache,62.960000000000015,42.33199999999995,0.0,,45,Good
5323,41.77771152,-111.8339579,2018-04-21,26.2272399985992,Cache,66.88400000000003,36.302000000000014,0.0,,47,Good
5323,41.77771152,-111.8339579,2018-04-22,32.1241979595505,Cache,72.17600000000003,40.96399999999997,0.0,,46,Good
5323,41.77771152,-111.8339579,2018-04-23,32.1241979595505,Cache,61.98799999999998,40.83799999999998,0.1362204724409449,,46,Good
5323,41.77771152,-111.8339579,2018-04-24,40.4511594250093,Cache,61.21399999999997,34.68199999999995,0.0,,42,Good
5323,41.77771152,-111.8339579,2018-04-25,58.5050621115666,Cache,69.26000000000002,33.565999999999946,0.0,,49,Good
5323,41.77771152,-111.8339579,2018-04-26,43.593366130787,Cache,72.01399999999997,38.26399999999997,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-04-27,44.6303170827232,Cache,79.42999999999998,40.855999999999966,0.0,,64,Moderate
5323,41.77771152,-111.8339579,2018-04-28,79.4270551986685,Cache,79.178,48.092000000000034,0.0,,51,Moderate
5323,41.77771152,-111.8339579,2018-04-29,18.5811278844415,Cache,62.16800000000002,40.15399999999999,0.0,,44,Good
5323,41.77771152,-111.8339579,2018-04-30,13.5430700751089,Cache,50.39599999999999,34.57399999999995,0.4661417322834645,,35,Good
5323,41.77771152,-111.8339579,2018-05-01,39.4142084730731,Cache,56.98400000000003,32.881999999999955,0.0,,44,Good
5323,41.77771152,-111.8339579,2018-05-02,42.3783643785332,Cache,55.34599999999998,36.302000000000014,0.0125984251968503,,37,Good
5323,41.77771152,-111.8339579,2018-05-03,31.9461471592329,Cache,63.373999999999945,35.25799999999994,0.0,,44,Good
5323,41.77771152,-111.8339579,2018-05-04,53.6572684260019,Cache,71.16800000000002,37.255999999999965,0.0,,47,Good
5323,41.77771152,-111.8339579,2018-05-05,57.3022736827632,Cache,76.36999999999999,42.47600000000003,0.0,,44,Good
5323,41.77771152,-111.8339579,2018-05-06,24.3000350450753,Cache,81.37399999999995,50.66599999999994,0.0,,54,Moderate
5323,41.77771152,-111.8339579,2018-05-07,52.6081041506154,Cache,78.38600000000001,50.72,0.0,,49,Good
5323,41.77771152,-111.8339579,2018-05-08,61.125329739842,Cache,77.828,44.47399999999995,0.0,,58,Moderate
5323,41.77771152,-111.8339579,2018-05-09,43.4153153304694,Cache,81.17600000000003,50.50399999999999,0.0,,47,Good
5323,41.77771152,-111.8339579,2018-05-10,35.0761405415603,Cache,72.194,51.11599999999994,0.0,,43,Good
5323,41.77771152,-111.8339579,2018-05-11,14.7580718273627,Cache,53.51000000000002,43.93400000000003,0.4751968503937008,,37,Good
5323,41.77771152,-111.8339579,2018-05-12,14.7580718273627,Cache,52.55599999999996,39.505999999999965,0.4681102362204725,,41,Good
5323,41.77771152,-111.8339579,2018-05-13,19.7961296366953,Cache,63.55399999999999,36.60799999999994,0.0354330708661417,,48,Good
5323,41.77771152,-111.8339579,2018-05-14,63.8992215215343,Cache,67.44200000000004,40.33400000000003,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-05-15,28.6572435031067,Cache,70.052,41.468000000000025,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-05-16,45.6497685908273,Cache,77.25200000000001,43.80799999999994,0.0,,58,Moderate
5323,41.77771152,-111.8339579,2018-05-17,44.6303170827232,Cache,75.00200000000001,46.45399999999999,0.0129921259842519,,49,Good
5323,41.77771152,-111.8339579,2018-05-18,44.8083678830407,Cache,68.28799999999998,44.58199999999995,0.0,,67,Moderate
5323,41.77771152,-111.8339579,2018-05-19,35.7692032163118,Cache,70.55599999999997,46.09400000000001,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-05-20,38.1939206004375,Cache,76.98199999999996,47.53400000000003,0.0,,49,Good
5323,41.77771152,-111.8339579,2018-05-21,48.2631090160342,Cache,76.78400000000003,46.886,0.0,,61,Moderate
5323,41.77771152,-111.8339579,2018-05-22,55.0503209785732,Cache,71.81599999999995,47.85799999999994,0.0228346456692913,,22,Good
5323,41.77771152,-111.8339579,2018-05-23,67.6978509317126,Cache,71.61800000000002,46.76000000000002,0.0677165354330708,,18,Good
5323,41.77771152,-111.8339579,2018-05-24,48.6192106166693,Cache,80.27600000000002,47.210000000000015,0.0,,24,Good
5323,41.77771152,-111.8339579,2018-05-25,46.8700564634629,Cache,85.27999999999997,50.16199999999999,0.0,,80,Moderate
5323,41.77771152,-111.8339579,2018-05-26,27.2641909505354,Cache,80.72600000000003,50.43199999999995,0.0,,77,Moderate
5323,41.77771152,-111.8339579,2018-05-27,18.2250262838064,Cache,65.85799999999993,49.22600000000003,0.0141732283464566,,58,Moderate
5323,41.77771152,-111.8339579,2018-05-28,20.8330805886315,Cache,67.22600000000003,45.986,0.1885826771653543,,50,Good
5323,41.77771152,-111.8339579,2018-05-29,71.0233945581897,Cache,73.83199999999995,50.32399999999995,0.0,,48,Good
5323,41.77771152,-111.8339579,2018-05-30,39.7580967502579,Cache,83.04799999999996,50.00000000000004,0.212992125984252,,44,Good
5323,41.77771152,-111.8339579,2018-05-31,33.683087988989,Cache,83.336,51.96199999999999,0.0338582677165354,,49,Good
5323,41.77771152,-111.8339579,2018-06-01,42.1881002547654,Cache,66.28999999999995,47.58799999999998,0.0547244094488189,,47,Good
5323,41.77771152,-111.8339579,2018-06-02,27.2641909505354,Cache,75.77600000000002,40.76599999999994,0.0,,54,Moderate
5323,41.77771152,-111.8339579,2018-06-03,13.5430700751089,Cache,83.26399999999997,46.90399999999999,0.0,,74,Moderate
5323,41.77771152,-111.8339579,2018-06-04,42.3783643785332,Cache,90.82399999999994,51.13400000000003,0.0,,71,Moderate
5323,41.77771152,-111.8339579,2018-06-05,47.226158064098,Cache,88.61000000000001,57.505999999999965,0.0,,58,Moderate
5323,41.77771152,-111.8339579,2018-06-06,42.2003135782157,Cache,89.22199999999997,53.11399999999997,0.0,,64,Moderate
5323,41.77771152,-111.8339579,2018-06-07,35.4131016156767,Cache,88.61000000000001,57.092000000000034,0.0,,67,Moderate
5323,41.77771152,-111.8339579,2018-06-08,38.3772575211368,Cache,87.36800000000002,52.105999999999966,0.0,,74,Moderate
5323,41.77771152,-111.8339579,2018-06-09,33.8611387893066,Cache,91.346,54.46399999999997,0.0,,101,Unhealthy for Sensitive Groups
5323,41.77771152,-111.8339579,2018-06-10,34.3761506637405,Cache,69.11599999999994,47.42600000000002,0.0,,58,Moderate
5323,41.77771152,-111.8339579,2018-06-11,13.7211208754265,Cache,76.78400000000003,41.28799999999998,0.0,,54,Moderate
5323,41.77771152,-111.8339579,2018-06-12,43.593366130787,Cache,79.57399999999994,44.58199999999995,0.0,,77,Moderate
5323,41.77771152,-111.8339579,2018-06-13,38.3772575211368,Cache,91.994,50.59400000000001,0.0,,71,Moderate
5323,41.77771152,-111.8339579,2018-06-14,28.3011419024716,Cache,90.17600000000004,58.20799999999994,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-06-15,32.6461370370528,Cache,84.27199999999998,52.97,0.0,,51,Moderate
5323,41.77771152,-111.8339579,2018-06-16,26.2150266751489,Cache,79.61000000000001,55.328,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-06-17,23.263084093139,Cache,86.16199999999999,56.479999999999976,0.0149606299212598,,52,Moderate
5323,41.77771152,-111.8339579,2018-06-18,27.0861401502179,Cache,72.77,52.052000000000014,0.0232283464566929,,77,Moderate
5323,41.77771152,-111.8339579,2018-06-19,49.3122732914207,Cache,73.47199999999997,50.95399999999999,0.0,,47,Good
5323,41.77771152,-111.8339579,2018-06-20,28.4791927027892,Cache,79.052,48.32600000000002,0.0,,49,Good
5323,41.77771152,-111.8339579,2018-06-21,52.9519924278002,Cache,89.63600000000001,52.178,0.0,,49,Good
5323,41.77771152,-111.8339579,2018-06-22,66.6783994236085,Cache,80.06000000000002,53.65399999999999,0.0,,48,Good
5323,41.77771152,-111.8339579,2018-06-23,42.0222627778981,Cache,84.77600000000002,52.98799999999998,0.0,,48,Good
5323,41.77771152,-111.8339579,2018-06-24,27.0861401502179,Cache,78.74599999999998,51.11599999999994,0.0,,47,Good
5323,41.77771152,-111.8339579,2018-06-25,35.0761405415603,Cache,88.41199999999999,50.28799999999998,0.0,,77,Moderate
5323,41.77771152,-111.8339579,2018-06-26,47.226158064098,Cache,91.38199999999996,56.065999999999946,0.0,,58,Moderate
5323,41.77771152,-111.8339579,2018-06-27,39.2361576727555,Cache,94.15399999999998,54.28400000000003,0.0,,61,Moderate
5323,41.77771152,-111.8339579,2018-06-28,54.8600568548054,Cache,92.96599999999994,58.51399999999997,0.0,,84,Moderate
5323,41.77771152,-111.8339579,2018-06-29,37.5061440460679,Cache,76.74799999999996,54.82399999999995,0.0,,47,Good
5323,41.77771152,-111.8339579,2018-06-30,39.058106872438,Cache,75.578,52.87999999999997,0.0,,43,Good
5323,41.77771152,-111.8339579,2018-07-01,17.5441769325053,Cache,83.24599999999998,50.21599999999994,0.0,,43,Good
5323,41.77771152,-111.8339579,2018-07-02,37.8431051201842,Cache,90.24799999999996,54.05000000000004,0.0,,36,Good
5323,41.77771152,-111.8339579,2018-07-03,43.5811528073367,Cache,82.34599999999999,55.67,0.0023622047244094,,38,Good
5323,41.77771152,-111.8339579,2018-07-04,26.4052907989168,Cache,93.05599999999995,50.25200000000001,0.0,,80,Moderate
5323,41.77771152,-111.8339579,2018-07-05,45.3111664340243,Cache,95.12600000000002,57.650000000000034,0.0,,71,Moderate
5323,41.77771152,-111.8339579,2018-07-06,50.6931125205417,Cache,98.79799999999996,61.23199999999995,0.0,,67,Moderate
5323,41.77771152,-111.8339579,2018-07-07,46.7042189865956,Cache,96.818,61.052000000000014,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-07-08,17.0100245315527,Cache,97.07,60.565999999999946,0.0,,64,Moderate
5323,41.77771152,-111.8339579,2018-07-09,47.2383713875483,Cache,96.836,66.95599999999996,0.0,,64,Moderate
5323,41.77771152,-111.8339579,2018-07-10,74.6492592884322,Cache,96.63799999999998,68.10799999999993,0.0,,71,Moderate
5323,41.77771152,-111.8339579,2018-07-11,54.1722803004358,Cache,92.75000000000004,60.80000000000004,0.0,,50,Good
5323,41.77771152,-111.8339579,2018-07-12,48.453373139802,Cache,93.65000000000003,60.17,0.0,,51,Moderate
5323,41.77771152,-111.8339579,2018-07-13,47.9261479419179,Cache,95.34200000000004,57.68600000000001,0.0,,67,Moderate
5323,41.77771152,-111.8339579,2018-07-14,36.9719916451152,Cache,87.11599999999994,62.31199999999999,0.0,,51,Moderate
